county_state_id,pop_hispan_prop,pop_un_st,state_name,county_name,pop_un_co,state_id,county_id,pop_co,pop_st,state_abbrev,semester,snap_beneficiaries,snap_biannual_chan,sem,pop_un_co_per,pop_un_st_per,year,month,date
48001,.0508031472310902,1597000,Texas,Anderson County,,48,001,57772,26956435,TX,0118,7338,.109140518417461,Jan18,,5.924373901816023,2018,1,January2018
48003,.2242534595775674,1597000,Texas,Andrews County,,48,003,17215,26956435,TX,0716,2187,16.20616365568544,Jul16,,5.924373901816023,2016,7,July2016
48005,.0680540276249847,1597000,Texas,Angelina County,,48,005,87657,26956435,TX,0717,14624,1.739251426186161,Jul17,,5.924373901816023,2017,7,July2017
48007,.1963313848014513,1597000,Texas,Aransas County,,48,007,24729,26956435,TX,0716,3468,-1.112061591103508,Jul16,,5.924373901816023,2016,7,July2016
48009,.0189925681255161,1597000,Texas,Archer County,,48,009,8750,26956435,TX,0718,632,-10.099573257468,Jul18,,5.924373901816023,2018,7,July2018
48011,.026579739217653,1597000,Texas,Armstrong County,,48,011,1913,26956435,TX,0718,123,.8196721311475308,Jul18,,5.924373901816023,2018,7,July2018
48013,.4782678108162043,1597000,Texas,Atascosa County,,48,013,47710,26956435,TX,0115,8325,,Jan15,,5.924373901816023,2015,1,January2015
48015,.0557937492948212,1597000,Texas,Austin County,,48,015,29107,26956435,TX,0116,2949,4.685835995740151,Jan16,,5.924373901816023,2016,1,January2016
48017,.339128305582762,1597000,Texas,Bailey County,,48,017,7131,26956435,TX,0715,1076,.7490636704119868,Jul15,,5.924373901816023,2015,7,July2015
48019,.1218238283455675,1597000,Texas,Bandera County,,48,019,21015,26956435,TX,0717,2090,-1.182033096926716,Jul17,,5.924373901816023,2017,7,July2017
48021,.1375879640863868,1597000,Texas,Bastrop County,,48,021,78286,26956435,TX,0117,10859,2.279363285297165,Jan17,,5.924373901816023,2017,1,January2017
48023,.060108194750551,1597000,Texas,Baylor County,,48,023,3639,26956435,TX,0118,537,-11.23966942148761,Jan18,,5.924373901816023,2018,1,January2018
48025,.5152453462533241,1597000,Texas,Bee County,,48,025,32706,26956435,TX,0118,5802,10.59855127716356,Jan18,,5.924373901816023,2018,1,January2018
48027,.1102172316884827,1597000,Texas,Bell County,,48,027,330859,26956435,TX,0716,50284,1.1404549751594,Jul16,,5.924373901816023,2016,7,July2016
48029,.4661316747572816,1597000,Texas,Bexar County,77000,48,029,1858699,26956435,TX,0115,296483,,Jan15,4.142682596805615,5.924373901816023,2015,1,January2015
48031,.0922879726554155,1597000,Texas,Blanco County,,48,031,10918,26956435,TX,0715,675,-3.156384505021526,Jul15,,5.924373901816023,2015,7,July2015
48033,.1478463329452852,1597000,Texas,Borden County,,48,033,698,26956435,TX,0117,34,-22.72727272727273,Jan17,,5.924373901816023,2017,1,January2017
48035,.0523095291396164,1597000,Texas,Bosque County,,48,035,17953,26956435,TX,0715,2091,-3.28399629972248,Jul15,,5.924373901816023,2015,7,July2015
48037,.013175108691343,1597000,Texas,Bowie County,,48,037,93483,26956435,TX,0117,15814,4.860420396525433,Jan17,,5.924373901816023,2017,1,January2017
48039,.1337460570148286,1597000,Texas,Brazoria County,11000,48,039,338419,26956435,TX,0115,29248,,Jan15,3.250408517252282,5.924373901816023,2015,1,January2015
48041,.101017868777169,1597000,Texas,Brazos County,10000,48,041,209896,26956435,TX,0115,19409,,Jan15,4.764264207035866,5.924373901816023,2015,1,January2015
48043,.4307407896474317,1597000,Texas,Brewster County,,48,043,9188,26956435,TX,0118,844,2.926829268292686,Jan18,,5.924373901816023,2018,1,January2018
48045,.1620783249321442,1597000,Texas,Briscoe County,,48,045,1672,26956435,TX,0119,162,10.95890410958904,Jan19,,5.924373901816023,2019,1,January2019
48047,.8598718557190318,1597000,Texas,Brooks County,,48,047,7217,26956435,TX,0715,2696,5.601253427340391,Jul15,,5.924373901816023,2015,7,July2015
48049,.0843315080994752,1597000,Texas,Brown County,,48,049,37935,26956435,TX,0118,5371,-.2599814298978598,Jan18,,5.924373901816023,2018,1,January2018
48051,.1034678794769756,1597000,Texas,Burleson County,,48,051,17417,26956435,TX,0715,2157,5.631733594515187,Jul15,,5.924373901816023,2015,7,July2015
48053,.0707406364404393,1597000,Texas,Burnet County,,48,053,44584,26956435,TX,0716,4322,1.312705110173473,Jul16,,5.924373901816023,2016,7,July2016
48055,.3295680500909591,1597000,Texas,Caldwell County,,48,055,39848,26956435,TX,0717,6204,2.460776218001648,Jul17,,5.924373901816023,2017,7,July2017
48057,.3526671675432006,1597000,Texas,Calhoun County,,48,057,21805,26956435,TX,0119,3045,-3.973509933774833,Jan19,,5.924373901816023,2019,1,January2019
48059,.0337518195050946,1597000,Texas,Callahan County,,48,059,13596,26956435,TX,0717,1782,-4.705882352941182,Jul17,,5.924373901816023,2017,7,July2017
48061,.7709915289808067,1597000,Texas,Cameron County,40000,48,061,418785,26956435,TX,0718,114377,-5.529767411127262,Jul18,9.551440476616879,5.924373901816023,2018,7,July2018
48063,.0134770889487871,1597000,Texas,Camp County,,48,063,12631,26956435,TX,0717,2585,-2.342274272761613,Jul17,,5.924373901816023,2017,7,July2017
48065,.039568345323741,1597000,Texas,Carson County,,48,065,6027,26956435,TX,0716,312,4.000000000000004,Jul16,,5.924373901816023,2016,7,July2016
48067,.0114169215086646,1597000,Texas,Cass County,,48,067,30346,26956435,TX,0716,5399,2.370117557830875,Jul16,,5.924373901816023,2016,7,July2016
48069,.3856574460022736,1597000,Texas,Castro County,,48,069,7875,26956435,TX,0116,1054,-12.53112033195021,Jan16,,5.924373901816023,2016,1,January2016
48071,.0338224188154062,1597000,Texas,Chambers County,,48,071,38072,26956435,TX,0115,3047,,Jan15,,5.924373901816023,2015,1,January2015
48073,.0383314834413154,1597000,Texas,Cherokee County,,48,073,51257,26956435,TX,0716,8567,2.036684135302536,Jul16,,5.924373901816023,2016,7,July2016
48075,.098273381294964,1597000,Texas,Childress County,,48,075,7059,26956435,TX,0718,876,-8.939708939708934,Jul18,,5.924373901816023,2018,7,July2018
48077,.0086620747234398,1597000,Texas,Clay County,,48,077,10367,26956435,TX,0116,992,6.781485468245418,Jan16,,5.924373901816023,2016,1,January2016
